Title,Date
"Never Have I Ever: Season 1: Pilot","8/5/20"
"Girls Hostel: Season 1: The Worst of Enemies","8/5/20"
"Kai Po Che!","8/3/20"
"Girls Hostel: Season 1: The Best of Friends","8/2/20"
"Girls Hostel: Season 1: The Midnight Plan","8/2/20"
"Girls Hostel: Season 1: Dentals Vs. Medicals - The Fashion Showdown","8/2/20"
"Sherlock: Series 1: A Study in Pink","8/2/20"
"Haunted: Season 2: The Mimic","8/2/20"
"","8/2/20"
"Girls Hostel: Season 1: The Bra Chor","8/2/20"
"Penalty","8/1/20"
"Soni","8/1/20"
"Poster Boys","8/1/20"
"Uma Maheswara Ugra Roopasya","8/1/20"
"Aterrados","8/1/20"
"Bard of Blood: Season 1: What's Past is Prologue","8/1/20"
"Bard of Blood: Season 1: So Quick Bright Things Come to Confusion","8/1/20"
"No One Killed Jessica","8/1/20"
"Raat Akeli Hai","8/1/20"
"The Possession","7/30/20"
"Sinister Circle","7/30/20"
"Sabrina","7/30/20"
"Gurgaon","7/29/20"
"The Walking Dead: Season 1: Days Gone Bye","7/29/20"
"Masaan","7/28/20"
"World Famous Lover","7/28/20"
"Shimla Mirchi","7/28/20"
"Dark: Season 1: Secrets","7/27/20"
"Made in China","7/25/20"
"Fear Files... Har Mod Pe Darr: Season 1: Episode 2","7/25/20"
"Fear Files... Har Mod Pe Darr: Season 1: Episode 1","7/25/20"
"Fatso","7/24/20"
"Chopsticks","7/24/20"
"Malang","7/23/20"
"Guilty","7/23/20"
"Khubsoorat","7/23/20"
"Article 15","7/22/20"
"Pyaar Ka Punchnama 2","7/22/20"
"6 Underground","7/18/20"
"Stories by Rabindranath Tagore: Season 1: Chokher Bali - Part 3","7/15/20"
"Stories by Rabindranath Tagore: Season 1: Chokher Bali - Part 2","7/15/20"
"Stories by Rabindranath Tagore: Season 1: Chokher Bali - Part 1","7/14/20"
"Little Things: Season 1: Episode 1","7/13/20"
"Typewriter: Season 1: Chapter 5: The Night of the Blood Moon","7/12/20"
"Typewriter: Season 1: Chapter 4: The Rise of the Fakeer","7/12/20"
"Typewriter: Season 1: Chapter 3: The Ghost of Sultanpore","7/12/20"
"Typewriter: Season 1: Chapter 2: Operation School Bell","7/12/20"
"Typewriter: Season 1: Chapter 1: Four Kids and a Dog","7/12/20"
"The Boy","7/11/20"
"Money Heist: Part 1: Episode 1","7/11/20"
"Oye Lucky! Lucky Oye!","7/11/20"
"Queen","7/8/20"
"Choked: Paisa Bolta Hai","7/6/20"
"The Sky Is Pink","7/5/20"
"Ghost Stories","7/5/20"
"Shrek Forever After","7/5/20"
"Jai Mummy Di","7/5/20"
"Jagga Jasoos","7/5/20"
"You Me Her: Season 1: No Penetration","7/5/20"
"You Me Her: Season 1: Cigarettes and Funions and Crap","7/5/20"
"Too Hot to Handle: Season 1: When Harry Met Francesca","7/5/20"
"Too Hot to Handle: Season 1: Love, Sex or Money","7/5/20"
"Lust Stories","7/5/20"
"Udaan","7/3/20"
"Badla","7/2/20"
"The Lift Boy","6/29/20"
"Bulbbul","6/28/20"
"Money Heist: The Phenomenon","6/28/20"
"Laddaland","6/28/20"
"Yeh Meri Family: Season 1: Chiddiya Ud","6/28/20"
"Yeh Meri Family: Season 1: Chupan Chupai","6/28/20"
"Yeh Meri Family: Season 1: Kacchi Ghodi","6/28/20"
"Yeh Meri Family: Season 1: Posham Pa","6/28/20"
"Yeh Meri Family: Season 1: The 12th Man","6/28/20"
"Yeh Meri Family: Season 1: Vish Amrit","6/28/20"
"Yeh Meri Family: Season 1: Pukam Pukai","6/28/20"
"Drive","6/24/20"
"Tamasha","6/18/20"
"Betaal: Season 1: The Tunnel","6/18/20"
"Maska","6/14/20"
"Kabir Singh","6/14/20"
"Zero","6/14/20"
"Dangal","6/10/20"
"Bareilly Ki Barfi","6/9/20"
"The Lunchbox","6/9/20"
"Love Aaj Kal","6/3/20"
"Chup Chup Ke","6/2/20"
"Har Kisse Ke Hisse: Kaamyaab","5/19/20"
"Captain America: The First Avenger","5/19/20"
"Shrek 2","5/18/20"
"What's Your Raashee?","5/18/20"
"Ready Player One","5/18/20"
"Bright","5/18/20"
"The Fast and the Furious: Tokyo Drift","5/13/20"
"One Day: Justice Delivered","5/13/20"
"Petta","5/12/20"
"Paan Singh Tomar","5/6/20"
"The Boss Baby: Back in Business: Season 2: P.U.","5/6/20"
"Paddington","5/6/20"
"Sextuplets","5/6/20"
"Power Rangers Super Megaforce: The Legendary Battle (Extended)","5/6/20"
"Saaho","5/4/20"
"Sacred Games: Season 2: Radcliffe","5/3/20"
"Sacred Games: Season 2: Torino","5/2/20"
"Sacred Games: Season 2: Azrael","5/1/20"
"Sacred Games: Season 2: Vikarna","5/1/20"
"Sacred Games: Season 2: Bardo","5/1/20"
"Mr Bean's Holiday","4/30/20"
"Jack the Giant Slayer","4/30/20"
"Sacred Games: Season 2: Apasmara","4/30/20"
"Sacred Games: Season 2: Siduri","4/30/20"
"Sacred Games: Season 2: Matsya","4/28/20"
"The Body","4/25/20"
"Sex Education: Season 1: Episode 7","4/5/20"
"Sex Education: Season 1: Episode 6","4/5/20"
"12 Monkeys","4/5/20"
"The Boss Baby: Back in Business: Season 2: Super Cool Big Kids Inc.","4/3/20"
"The Departed","4/2/20"
"Perfume: Season 1: Ambergris","3/17/20"
"","3/16/20"
"Nasha","3/15/20"
"Enemy at the Gates","3/15/20"
"Escape Plan","3/12/20"
"Sacred Games: Season 1: Yayati","3/11/20"
"Friends with Benefits","3/9/20"
"After Porn Ends","3/9/20"
"Hot Girls Wanted","3/9/20"
"Spenser Confidential","3/9/20"
"Sex Education: Season 1: Episode 5","1/30/20"
"Sex Education: Season 1: Episode 3","1/30/20"
"Sex Education: Season 1: Episode 2","1/30/20"
"Sex Education: Season 1: Episode 1","1/30/20"
"Sacred Games: Season 1: Rudra","1/24/20"
"Sacred Games: Season 1: Pretakalpa","1/24/20"
"Sacred Games: Season 1: Sarama","1/24/20"
"Sacred Games: Season 1: Brahmahatya","1/22/20"
"Sacred Games: Season 1: Atapi Vatapi","1/22/20"
"Thackeray (Hindi)","9/21/19"
"Manto","9/21/19"
"Darna Mana Hai","9/10/19"
"Madaari","9/4/19"
"Mowgli: Legend of the Jungle","8/22/19"
"The Chronicles of Riddick","8/21/19"
"Django Unchained","8/20/19"
"Baazaar","8/20/19"
"Udta Punjab","8/19/19"
"TE3N","8/19/19"
"The Naked Director: Season 1: Blossoming","8/18/19"
"The Boss Baby: Back in Business: Season 2: As the Diaper Changes","8/17/19"
"The Fate of the Furious","8/17/19"
"Inglourious Basterds","8/17/19"
"Sex Tape","8/17/19"
"Oh, Ramona!","8/17/19"
"Easy: Season 3: Swipe Right","8/17/19"
"Easy: Season 3: Yes","8/17/19"
